status,warehouse_code,item_code,item_name,wms_shelf,expected_oracle_shelf,oracle_shelves,lot_count,total_lot_current,total_lot_available,oracle_products
match,91,210032,　モナン　チョコレートシロップ７００ｍｌ,G02417,G02417,G02417,1,1,1,210032000:G02417:0:1021:1
match,91,210034,　サンペレグリノ５００ｍｌ,L18204,L18204,L18204,1,44,44,210034000:L18204:0:1021:44|210034900::::44
match,91,210038,　シャトー勝沼カツヌマグレープ赤７２０ｍｌ,H06405,H06405,H06405,1,5,5,210038000:H06405:0:1021:6
match,91,210046,　モナン　グリーンミント　シロップ７００ｍｌ,Q00000,Q00000,Q00000,1,4,4,210046000:Q00000:0:1021:4
match,91,210047,　クリスタルガイザー　アルパイン５００ｍｌ,H01204,H01204,H01204,1,48,48,210047000:H01204:0:1202:72|210047900:H01204:::72
match,91,210050,　三田飲料　トリプルベリーエード１Ｌ,G04203,G04203,G04203,1,10,10,210050000:G04203:0:1046:10
match,91,210053,　スミダ飲料　酎ハイベース　レモン１Ｌ,G03103,G03103,G03103,1,74,74,210053000:G03103:0:1106:82
match,91,210072,　三田飲料　ザ・スタンダード　ライム１Ｌ,G03105,G03105,G03105,2,32,32,210072000:G03105:0:1046:29
match,91,210076,　三田飲料　ザ・スタンダードレモン１Ｌ,G03104,G03104,G03104,2,50,50,210076000:G03104:0:1046:49
match,91,210077,　アサヒシロップ　ライム果汁入り６００ｍｌ,B07205,B07205,B07205,1,18,22,210077000:B07205:0:1021:35
match,91,210078,　アサヒシロップ　レモン果汁入り６００ｍｌ,B07204,B07204,B07204,2,143,144,210078000:B07204:0:1021:81
match,91,210081,×アサヒシロップ　梅６００ｍｌ,YX0000,YX0000,YX0000,1,14,14,210081000:YX0000:0:1021:25
match,91,210082,　アサヒシロップ　巨峰６００ｍｌ,B08205,B08205,B08205,1,13,13,210082000:B08205:0:1021:24
match,91,210093,　中村商店　キャプテン　マンゴー６００ｍｌ,G02403,G02403,G02403,1,12,12,210093000:G02403:0:1202:13
match,91,210094,　コカコーラ　いろはす５４０ｍｌ,H01202,H01202,H01202,3,96,96,210094000:H01202:0:1017:96|210094900:H01202:::96
match,91,210095,　三田飲料　ゆずみつエード１Ｌ,G02409,G02409,G02409,2,6,6,210095000:G02409:0:1046:5
match,91,210098,　シャトー勝沼カツヌマグレープ白７２０ｍｌ,H05408,H05408,H05408,1,4,4,210098000:H05408:0:1021:5
match,91,210100,　モナン　キャラメル７００ｍｌ,G04413,G04413,G04413,1,3,3,210100000:G04413:0:1021:3
match,91,210101,　モナン　イエローバナナ７００ｍｌ,G02416,G02416,G02416,1,2,2,210101000:G02416:0:1021:2
match,91,210102,　モナン　クランベリー７００ｍｌ,G02415,G02415,G02415,1,1,1,210102000:G02415:0:1021:1
match,91,210103,　モナン　シロップラズベリー７００ｍｌ,Q00000,Q00000,Q00000,1,1,1,210103000:Q00000:0:1021:1
match,91,210104,　モナン　ブルーキュラソー７００ｍｌ,G04302,G04302,G04302,1,8,8,210104000:G04302:0:1021:8
match,91,210106,　モナン　ストロベリー７００ｍｌ,G03317,G03317,G03317,1,1,1,210106000:G03317:0:1021:4
match,91,210107,　モナン　シロップ　サングリア７００ｍｌ,G03312,G03312,G03312,1,6,6,210107000:G03312:0:1021:6
match,91,210109,　モナン　シロップ　グレナディン７００ｍｌ,G02406,G02406,G02406,1,1,1,210109000:G02406:0:1021:1
match,91,210111,　モナン　ピーチ７００ｍｌ,G03203,G03203,G03203,1,3,3,210111000:G03203:0:1021:7
match,91,210116,　モナン　バニラシロップ７００ｍｌ,G02401,G02401,G02401,1,3,3,210116000:G02401:0:1021:3
match,91,210117,　モナン　キゥイシロップ７００ｍｌ,G03304,G03304,G03304,1,6,6,210117000:G03304:0:1021:6
match,91,210118,　三田飲料　温州みかんエード１Ｌ,G04304,G04304,G04304,1,7,7,210118000:G04304:0:1046:9
match,91,210122,　モナン　シロップ　ローズ７００ｍｌ,Q00000,Q00000,Q00000,1,1,1,210122000:Q00000:0:1021:1
match,91,210125,　アサヒシロップ　グレープフルーツ６００ｍｌ,B07206,B07206,B07206,2,19,19,210125000:B07206:0:1021:15
match,91,210131,　モナン　グリーンアップルシロップ７００ｍｌ,G04403,G04403,G04403,1,6,6,210131000:G04403:0:1021:6
match,91,210136,　三田飲料　ラムネシロップ１Ｌ,G03102,G03102,G03102,1,35,35,210136000:G03102:0:1046:44
match,91,210137,　三田飲料　青しそ１Ｌ,G03301,G03301,G03301,1,11,11,210137000:G03301:0:1046:11
match,91,210139,　コダマ飲料　シソうめ　バイス１Ｌ,G02303,G02303,G02303,1,13,13,210139000:G02303:0:1492:13
match,91,210141,　三田飲料　生姜１Ｌ,G04401,G04401,G04401,1,6,6,210141000:G04401:0:1046:7
match,91,210145,　三田飲料　ザ・スタンダード　梅１Ｌ,G04305,G04305,G04305,2,7,7,210145000:G04305:0:1046:1
match,91,210146,　三田飲料　レモンエード１Ｌ,G03101,G03101,G03101,1,19,19,210146000:G03101:0:1046:44
match,91,210154,　三田飲料　ｐｌｕｓコラーゲン　白ぶどう１Ｌ,G03305,G03305,G03305,1,1,1,210154000:G03305:0:1046:1
match,91,210156,　中村商店　キャプテン　シークァーサー６００ｍｌ,G04408,G04408,G04408,1,6,6,210156000:G04408:0:1202:6
match,91,210161,　サントリーメロンシロップ７８０ｍｌ,E05406,E05406,E05406,1,2,2,210161000:E05406:0:1021:2
match,91,210173,　ポッカ　男梅シロップ　１Ｌ,G04308,G04308,G04308,2,16,14,210173000:G04308:0:1202:16
match,91,210181,　シャトー勝沼カツヌマグレープ　白３６０ｍｌ,E10301,E10301,E10301,1,4,4,210181000:E10301:0:1021:4
match,91,210182,　アサヒシロップ　ゆず６００ｍｌ,L18202,L18202,L18202,2,21,21,210182000:L18202:0:1021:13
match,91,210183,　アサヒシロップ　シークァーサー６００ｍｌ,L18201,L18201,L18201,2,22,22,210183000:L18201:0:1021:13
match,91,210187,　中村商店　キャプテン　レモン６００ｍｌ,G04309,G04309,G04309,1,17,17,210187000:G04309:0:1202:17
match,91,210196,　三田飲料　パインエード１Ｌ,G04209,G04209,G04209,1,31,32,210196000:G04209:0:1046:43
match,91,210197,　モナン　シロップ　さくら７００ｍｌ,G02421,G02421,G02421,1,1,1,210197000:G02421:0:1021:1
match,91,210199,　三田飲料　白桃おろし１Ｌ,G03204,G03204,G03204,2,5,5,210199000:G03204:0:1046:3
match,91,210203,　三田飲料　シークァーサーエード１Ｌ,Q00000,Q00000,Q00000,1,21,21,210203000:Q00000:0:1046:21
match,91,210206,　三田飲料　ゆずエード１Ｌ,G02320,G02320,G02320,1,11,11,210206000:G02320:0:1046:13
match,91,210213,　モナン　バナナ　フルーツピューレＭＩＸ１Ｌ,Q00000,Q00000,Q00000,1,2,2,210213000:Q00000:0:1021:2
match,91,210216,　モナン　ストロベリー　フルーツピューレＭＩＸ１Ｌ,G02315,G02315,G02315,1,6,5,210216000:G02315:0:1021:8
match,91,210217,　モナン　モヒートミント　シロップ７００ｍｌ,G02312,G02312,G02312,1,1,1,210217000:G02312:0:1021:1
match,91,210218,　ドーバー　カリブ　１００％天然糖液　７００ｍｌ,E09302,E09302,E09302,1,2,2,210218000:E09302:0:1021:2
match,91,210219,　コカコーラミニッツメイドグレープフルーツ　１ガロン３．７８Ｌ,AW0000,AW0000,AW0000,1,3,3,210219000:AW0000:0:1017:3
match,91,210223,　三田飲料レモン５０　１Ｌ　,G02402,G02402,G02402,1,2,2,210223000:G02402:0:1046:2
match,91,210225,　三田飲料　マンゴおろし１Ｌ,G03311,G03311,G03311,1,7,7,210225000:G03311:0:1046:8
match,91,210226,　カルピス　カルピスコンク４７０ｍｌ,B16102,B16102,B16102,1,189,189,210226000:B16102:0:1202:189|210226900::::189
match,91,210231,　三田飲料　ピンクグレープフルーツエード１Ｌ,G04208,G04208,G04208,1,14,14,210231000:G04208:0:1046:16
match,91,210232,　モナン　マンゴ　フルーツピューレＭＩＸ１Ｌ,G02314,G02314,G02314,1,9,9,210232000:G02314:0:1021:11
match,91,210237,　モナン　ミックスベリー　フルーツピューレＭＩＸ１Ｌ,Q00000,Q00000,Q00000,1,2,2,210237000:Q00000:0:1021:2
match,91,210239,　クリスタルガイザー３１０ｍｌ,Q00000,Q00000,Q00000,1,48,48,210239000:Q00000:0:1106:48|210239900::::48
match,91,210240,　三田飲料　イタリアンブラッドオレンジ１００１Ｌ,G03201,G03201,G03201,1,11,10,210240000:G03201:0:1046:14
match,91,210251,　三田飲料　メロンシロップ１Ｌ,G02317,G02317,G02317,1,1,1,210251000:G02317:0:1046:1
match,91,210252,　三田飲料　キウイフルーツエード１Ｌ,G04422,G04422,G04422,1,3,3,210252000:G04422:0:1046:3
match,91,210253,　サンペレグリノ　リモナータ（レモン）２００ｍｌ,G07304,G07304,G07304,1,49,49,210253000:G07304:0:1021:93|210253900:G07304:::93
match,91,210281,　三田飲料　プレミアムグレープフルーツ　１００１Ｌ,G03309,G03309,G03309,1,4,4,210281000:G03309:0:1046:4
match,91,210284,　パルドシッケ２３８ｍｌ,F03204,F03204,F03204,1,52,52,210284000:F03204:0:1048:52
match,91,210289,　三田飲料　オレンジエード１Ｌ,G04211,G04211,G04211,1,12,12,210289000:G04211:0:1046:15
match,91,210296,　大黒屋　酎割　レモン１Ｌ,G02316,G02316,G02316,2,15,15,210296000:G02316:0:1330:5
match,91,210301,　コカコーラ　ファンタ　メロンソーダシロップ　３ガロン　　,Z02104,Z02104,Z02104,1,1,1,210301000:Z02104:0:1017:1
match,91,210303,　コカコーラ　シロップ　３ガロン　,Z02104,Z02104,Z02104,1,3,3,210303000:Z02104:0:1017:3
match,91,210304,　コカコーラ　カルピスシロップ　３ガロン　,Z02104,Z02104,Z02104,1,3,3,210304000:Z02104:0:1017:3
match,91,210305,　コカコーラ　ジンジャエールシロップ　３ガロン　,Z02104,Z02104,Z02104,1,3,3,210305000:Z02104:0:1017:3
match,91,210308,　コカコーラ　ミニッツメイド　オレンジＦＫＡシロップ　１ガロン　３．７８Ｌ,AW0000,AW0000,AW0000,1,1,1,210308000:AW0000:0:1017:1
match,91,210324,　三田飲料　ｐｌｕｓコラーゲン　ゆず１Ｌ,G02410,G02410,G02410,1,2,2,210324000:G02410:0:1046:3
match,91,210325,　アクアパンナ５００ｍｌ,G07203,G07203,G07203,1,30,30,210325000:G07203:0:1021:30|210325900:G07203:::30
match,91,210328,　スミダ飲料　はちみつ　レモンエード　１Ｌ,G04202,G04202,G04202,2,18,18,210328000:G04202:0:1106:18
match,91,210349,　ポッカサッポロ　パンチレモンシロップ１Ｌ,G04207,G04207,G04207,1,18,18,210349000:G04207:0:1202:20
match,91,210367,　ヴィンテンス　メルロー７５０ｍｌ,I00000,I00000,I00000,1,9,9,210367000:I00000:0:1202:9
match,91,210384,　モナン　メロン７００ｍｌ,G03306,G03306,G03306,1,6,6,210384000:G03306:0:1021:6
match,91,210394,　モナン　バタフライピー　シロップ７００ｍｌ,G04405,G04405,G04405,1,2,2,210394000:G04405:0:1021:2
match,91,210413,　ＵＣＣ　カフェプラス２０Ｐ,I11412,I11412,I11412,1,40,40,210413000:I11412:0:1106:45
match,91,210422,　コカコーラ　ファン　ウーロン茶５倍シロップ　１ガロン３．７８Ｌ,AW0000,AW0000,AW0000,1,3,3,210422000:AW0000:0:1017:3
match,91,210442,　美酢　グレープフルーツ８００ｍｌ,E07205,E07205,E07205,1,11,11,210442000:E07205:0:1202:11
match,91,210463,　コダマ飲料　バイスサワー３４０ｍｌワンウェイ瓶,C06104,C06104,C06104,1,43,43,210463000:C06104:0:1492:43|210463900::::43
match,91,210467,　シャトー勝沼カツヌマグレープ　赤３６０ｍｌ,E11306,E11306,E11306,1,1,1,210467000:E11306:0:1021:1
match,91,210480,　梅乃宿　ノンアルコール　あらごしゆず７２０ｍｌ,H05208,H05208,H05208,1,13,12,210480000:H05208:0:1851:14
match,91,210485,　梅乃宿　ノンアルコール　あらごしゆず１．８Ｌ,E08214,E08214,E08214,1,4,4,210485000:E08214:0:1851:5
match,91,210486,　サントリー　オレンジ１００％　１ガロン３．７８Ｌ,YX0000,YX0000,YX0000,1,6,6,210486000:YX0000:0:1069:8
match,91,210487,　梅乃宿　ノンアルコール　あらごしもも７２０ｍｌ,H06101,H06101,H06101,1,8,7,210487000:H06101:0:1851:11
match,91,210488,　サントリー　ウーロン茶１０倍　１ガロン３．７８Ｌ,YX0000,YX0000,YX0000,2,10,10,210488000:YX0000:0:1069:7
match,91,210493,　梅乃宿　ノンアルコール　あらごしもも１．８Ｌ,E10108,E10108,E10108,1,6,6,210493000:E10108:0:1851:7
match,91,210500,　沖縄農芸　山原うまれのシークヮーサー５００ｍｌ,H06303,H06303,H06303,1,4,4,210500000:H06303:0:1021:6
match,91,210501,　モナンシロップ　アマレット７００ｍｌ,G03308,G03308,G03308,1,1,1,210501000:G03308:0:1021:1
match,91,210509,　中村商店　キャプテン　オレンジシロップ６００ｍｌ,G03205,G03205,G03205,1,10,10,210509000:G03205:0:1202:10
match,91,210517,　サントリー　ホワイトウォーター　２．５ガロン９．４６Ｌ,YX0000,YX0000,YX0000,1,1,1,210517000:YX0000:0:1069:1
match,91,210520,　ネスレ　ホイップクリーム２００ｇ,I11409,I11409,I11409,2,12,12,210520000:I11409:0:1069:2
match,91,210576,　スミダ飲料　串カツ田中　冷やしあめコンク１Ｌ,G04410,G04410,G04410,1,16,16,210576000:G04410:0:1106:17
match,91,210583,　コスモライフ　天然水コスモウォーター１２Ｌ,J01001,J01001,J01001,4,63,63,210583000:J01001:0:1439:55
match,91,210585,　アサヒ　おいしい水　６００ｍｌ自販機用,H01105,H01105,H01105,1,96,96,210585000:H01105:0:1106:96|210585900:H01105:::96
match,91,210586,　ミツウロコ　四季の恵み　天然水２Ｌ,AN104M,AN104M,AN104M,1,4498,4496,210586000:AN104M:0:1929:5083|210586900:AN104M:::5083
match,91,210593,　スミダ飲料　トニックウォーターコンク１Ｌ,G03319,G03319,G03319,1,9,9,210593000:G03319:0:1106:10
match,91,210606,　中村商店　キャプテン　白桃シロップ６００ｍｌ,G04205,G04205,G04205,1,6,6,210606000:G04205:0:1202:13
match,91,210607,　ポッカサッポロ　業務用　瀬戸内レモネードベース５００ｍｌ紙,G03206,G03206,G03206,1,6,6,210607000:G03206:0:1202:7
match,91,210622,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＯＲＩＧＩＮＡＬ３００ｍｌ,AW0000,AW0000,AW0000,1,11,11,210622000:AW0000:0:2012:11
match,91,210626,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＳＨＩＳＯ　ＦＵＴＵＲＥ３００ｍｌ,AW0000,AW0000,AW0000,1,11,11,210626000:AW0000:0:2012:11
match,91,210628,　＿ＳＨＩＰ　ＫＯＭＢＵＣＨＡ　ＨＯＰ　ＢＲＥＥＺＥ３００ｍｌ,AW0000,AW0000,AW0000,1,6,6,210628000:AW0000:0:2012:6
match,91,210642,　アクアパンナ１Ｌ,G07202,G07202,G07202,1,13,13,210642000:G07202:0:1021:16|210642900::::16
match,91,210660,　美酢　ざくろ８００ｍｌ,E05312,E05312,E05312,1,6,6,210660000:E05312:0:1202:6
match,91,210666,　北のさくら　七福神　マンゴーシロップ７１０ｍｌ,H05310,H05310,H05310,1,6,6,210666000:H05310:0:1991:7
match,91,210667,　北のさくら　七福神　ももシロップ７１０ｍｌ,H06112,H06112,H06112,1,4,4,210667000:H06112:0:1991:6
match,91,210682,　北のさくら　鬼おろしのんある　レモンサワーの素７１０ｍｌ,H06309,H06309,H06309,1,11,11,210682000:H06309:0:1991:11
match,91,210687,　モナン　ユズ　フルーツミックス１Ｌ,G02311,G02311,G02311,1,10,10,210687000:G02311:0:1021:11
match,91,210691,　スミダ飲料　串カツ田中　田中の素サワーコンク１Ｌ,G02321,G02321,G02321,1,5,5,210691000:G02321:0:1106:6
match,91,210698,　カルピス　白桃　Ｌパック１Ｌ,G04310,G04310,G04310,1,4,4,210698000:G04310:0:1106:4
match,91,210700,　遠藤製餡　茜茶１Ｌ,B11102,B11102,B11102,1,6,6,210700000:B11102:0:1202:6
match,91,210703,　スミダ飲料　無限串　ツンデレコンク１Ｌ,G03315,G03315,G03315,1,37,37,210703000:G03315:0:1106:37
match,91,210713,　ピエールゼロ　シャルドネ　７５０ｍｌ,F02211,F02211,F02211,1,10,10,210713000:F02211:0:1138:13
match,91,210714,　ピエールゼロ　メルロ　７５０ｍｌ,E11206,E11206,E11206,1,15,15,210714000:E11206:0:1138:15
match,91,210716,　スミダ飲料　無限串　寄り添いコンク１Ｌ,G03318,G03318,G03318,1,38,38,210716000:G03318:0:1106:38
match,91,210725,　ユウキ　エルダーフラワー５００ｍｌ,F01208,F01208,F01208,1,15,15,210725000:F01208:0:1106:16
match,91,210745,　中村商店　キャプテン　抹茶６００ｍｌ,G04406,G04406,G04406,1,6,6,210745000:G04406:0:1202:6
match,91,210754,　スミダ飲料　串カツ田中　レモン１００１Ｌ,G02408,G02408,G02408,1,5,5,210754000:G02408:0:1106:5
match,91,210778,　チョーヤ　酔わないザ・チョーヤ７００ｍｌ,E09305,E09305,E09305,1,3,3,210778000:E09305:0:1021:3
match,91,210800,　スミダ飲料　ドリンクジュレコラーゲン＆ヒアルロン酸１Ｌ,G04210,G04210,G04210,1,27,27,210800000:G04210:0:1106:27
match,91,210812,　サンペレグリノ　アランチャータロッサ（ブラッドオレンジ）２００ｍｌ,G07306,G07306,G07306,1,37,37,210812000:G07306:0:1021:90|210812100:G07306:::90|210812900:G07306:::90
match,91,210816,　キリン　自然が磨いた天然水６００ｍｌＰＥＴ,H01305,H01305,H01305,1,72,72,210816000:H01305:0:1330:72|210816900:H01305:::72
match,91,210821,　ヴィンテンス　メルロー２００ｍｌ,E10308,E10308,E10308,1,15,15,210821000:E10308:0:1202:18
match,91,210834,　ヴィンテンス　シャルドネ７５０ｍｌ,F02315,F02315,F02315,1,12,12,210834000:F02315:0:1202:12
match,91,210841,　メルシャン　モクバル　オレンジ＆マンゴーｍｉｘ２５０ｍｌ,G06113,G06113,G06113,1,17,17,210841000:G06113:0:1330:17
match,91,210842,　メルシャン　モクバル　洋なし＆パインｍｉｘ２５０ｍｌ,G06109,G06109,G06109,1,14,14,210842000:G06109:0:1330:14
match,91,210848,　中村商店　キャプテン　ラ・フランス６００ｍｌ,G04301,G04301,G04301,1,9,9,210848000:G04301:0:1202:9
match,91,210849,　中村商店　キャプテン　キウイ＆アロエ６００ｍｌ,G04402,G04402,G04402,1,2,2,210849000:G04402:0:1202:2
match,91,210850,　スター食品工業　お疲れさんにクエン酸１Ｌ,G04421,G04421,G04421,1,9,9,210850000:G04421:0:1202:10
match,91,210855,　コカコーラ　いろはす２Ｌ,B01101,B01101,B01101,3,140,140,210855000:B01101:0:1017:104|210855900:B01101:::104
match,91,210865,　やまぎし　加賀柚子みつ９００ｍｌ瓶（営業部専用）,D02105,D02105,D02105,1,21,21,210865000:D02105:0:1743:22
match,91,210878,　キリン　自然が磨いた天然水２Ｌ,AJ108K,AJ108K,AJ108K,1,239,239,210878000:AJ108K:0:1330:274|210878900:AJ108K:::274
match,91,210897,　美酢　マスカット９００ｍｌ,E10110,E10110,E10110,1,5,5,210897000:E10110:0:1202:5
match,91,210923,　但馬の天然水５５０ｍｌ,AN103T,AN103T,AN103T,1,31144,31024,210923000:AN103T:0:1929:36819|210923900:AN103T:::36819
match,91,210936,　モナン　キンモクセイシロップ７００ｍｌ,G04416,G04416,G04416,1,2,2,210936000:G04416:0:1021:2
match,91,211005,　チョーヤ　酔わないウメッシュ３５０ｍｌ,G02210,G02210,G02210,1,144,142,211005000:G02210:0:1021:144|211005900::::144
match,91,211014,　コカコーラ　ファンタ　グレープ３５０ｍｌ,Q00000,Q00000,Q00000,1,24,24,211014000:Q00000:0:1017:24|211014100::::24|211014900::::24
match,91,211052,　ウィルキンソン　タンサン　レモン５００ｍｌＰＥＴ,G08102,G08102,G08102,1,-24,-24,211052000::0:1106:-24|211052100:G08102:::-24|211052900:G08102:::-24
match,91,211074,　コカコーラ　カナダドライ　クラブソーダ瓶２０７ｍｌ,L02102,L02102,L02102,1,550,550,211074000:L02102:0:1017:550|211074900:L02102:::550
match,91,211081,　ウィルキンソン　タンサン１Ｌ,E01102,E01102,E01102,1,84,84,211081000:E01102:0:1106:96|211081900:E01102:::96
match,91,211082,　コカコーラ　リアルゴールド１９０ｍｌ缶,G01301,G01301,G01301,1,60,60,211082000:G01301:0:1017:90|211082900:G01301:::90
match,91,211083,　ウィルキンソン　トニック５００ｍｌＰＥＴ,D01204,D01204,D01204,1,227,227,211083000:D01204:0:1106:187|211083900::::187
match,91,211091,　友桝飲料こどもびいる（飲食用）３３０ｍｌ,R01205,R01205,R01205,1,21,21,211091000:R01205:0:1346:21
match,91,211093,　ハタ鉱泉シャンデリアラムネ２００ｍｌ瓶,E04103,E04103,E04103,1,233,233,211093000:E04103:0:1202:323|211093100:E04103:::323|211093101:E04103:::323|211093900:E04103:::323
match,91,211096,　アサヒ　ドライゼロ３５０ｍｌ,C02101,C02101,C02101,4,411,387,211096000:C02101:0:1021:207|211096100:C02101:::207|211096900:C02101:::207
match,91,211102,　コカコーラコーラ１６０ｍｌ缶,G01410,G01410,G01410,4,153,153,211102000:G01410:0:1017:64|211102100:G01410:::64|211102101:G01410:0:0000:64|211102200:G01410:::64|211102900:G01410:::64
match,91,211104,　ウィルキンソン　ジンジャーエール　辛口５００ｍｌＰＥＴ,F04205,F04205,F04205,2,136,133,211104000:F04205:0:1106:126|211104900:F04205:::126
match,91,211107,　ピエールゼロ　ブランドブラン　７５０ｍｌ,I17101,I17101,I17101,1,44,22,211107000:I17101:0:1138:0
match,91,211119,　ウィルキンソン　タンサン瓶１９０ｍｌ,L01101,L01101,L01101,3,2287,2193,211119000:L01101:0:1021:1261|211119900:L01101:::1261
match,91,211128,　ホッピービバレッジホッピー３３０ｍｌ,E01105,E01105,E01105,1,49,46,211128000:E01105:0:1202:59|211128900:E01105:::59
match,91,211140,　サッポロ　プレミアムアルコールフリー３３４ｍｌ小瓶,AD001S,AD001S,AD001S,1,180,178,211140000:AD001S:0:1202:237|211140900:AD001S:::237
match,91,211165,　カクテス　トニックウォーター５００ｍｌペット,C05201,C05201,C05201,1,120,120,211165000:C05201:0:1149:0|211165900:C05201:::0
match,91,211173,　コカコーラ　カナダドライ　ジンジャーエール５００ｍｌペット,E02102,E02102,E02102,5,453,453,211173000:E02102:0:1017:276|211173900:E02102:::276
match,91,211179,　ウィルキンソン　ドライジンジャーエール１９０ｍｌ瓶,L05101,L05101,L05101,1,1323,1336,211179000:L05101:0:1021:1624|211179900:L05101:::1624
match,91,211198,　アサヒ　スタイルバランス　アップルスパークリング３５０ｍｌ,G01312,G01312,G01312,1,20,20,211198000:G01312:0:1021:20|211198900::::20
match,91,211208,　コカコーラ　コカコーラ５００ｍｌペット,E02101,E02101,E02101,1,266,266,211208000:E02101:0:1017:328|211208100:E02101:::328|211208200:E02101:::328|211208300::::328|211208900:E02101:::328
match,91,211211,　コカコーラ　アクエリアス２Ｌ,YX0000,YX0000,YX0000,1,18,18,211211000:YX0000:0:1017:18|211211001:YX0000:::18|211211900:YX0000:::18
match,91,211213,　セレブレ　ノンアルコールスパークリング３５５ｍｌ,D05206,D05206,D05206,1,38,38,211213000:D05206:0:1021:38
match,91,211216,　ピュアポム　スパークリンググレープ　ホワイト７５０ｍｌ,I18101,I18101,I18101,1,34,34,211216000:I18101:0:1202:34
match,91,211218,　アサヒ　三ツ矢サイダー５００ｍｌペット,H01104,H01104,H01104,2,114,114,211218000:H01104:0:1106:22|211218900:H01104:::22
match,91,211222,　コカコーラ　アクエリアス５００ｍｌペット,YX0000,YX0000,YX0000,2,144,144,211222000:YX0000:0:1017:144|211222100::::144|211222900::::144
match,91,211225,×若狭三方ビバレッジＢＥＮＩサイダー２５０ｍｌ,D07106,D07106,D07106,1,338,314,211225000:D07106:0:9999:370|211225900::::370
match,91,211235,　ＩＢ　強炭酸水５００ｍｌＰＥＴ,L20105,L20105,L20105,1,365,365,211235000:L20105:0:1290:2513|211235900:L20105:::2513
match,91,211242,　カクテス　男のちょい割る強ソーダ３００ｍｌ,E04102,E04102,E04102,3,306,306,211242000:E04102:0:1202:114|211242900:E04102:::114
match,91,211245,　日本ビール　龍馬　１８６５３５０ｍｌ,Q00000,Q00000,Q00000,1,-24,-24,211245000:Q00000:0:1021:-24|211245100::::-24|211245900::::-24
match,91,211260,　サントリー　オールフリー３３４ｍｌ小瓶,AD201U,AD201U,AD201U,1,1393,1393,211260000:AD201U:0:1021:1535|211260900:AD201U:::1535
match,91,211269,　ウィルキンソン　ジンジャーエール瓶１９０ｍｌ,L02101,L02101,L02101,2,661,664,211269000:L02101:0:1021:455|211269900:L02101:::455
match,91,211283,　コカコーラ　カナダドライ　ジンジャーエール１６０ｍｌ缶,G01408,G01408,G01408,1,60,60,211283000:G01408:0:1017:60|211283100:G01408:::60|211283900:G01408:::60
match,91,211289,　ローヤル　さわやかメロン５００ｍｌ,R13101,R13101,R13101,1,463,463,211289000:R13101:0:1106:1189|211289900::::1189
match,91,211308,　サントリー　のんある気分　カシスオレンジテイスト缶３５０ｍｌ,G01111,G01111,G01111,3,112,112,211308000:G01111:0:1021:7|211308900:G01111:::7
match,91,211310,　サントリー　のんある気分　ジントニックテイスト３５０ｍｌ,G01204,G01204,G01204,1,14,14,211310000:G01204:0:1021:14|211310900:G01204:::14
match,91,211314,　ジャスティス梅サワー１Ｌ,Z02302,Z02302,Z02302,1,9,9,211314000:Z02302:0:9012:9|211314900:Z02302:::9
match,91,211315,　ジャスティスライムサワー１Ｌ,Z02303,Z02303,Z02303,1,15,15,211315000:Z02303:0:9012:17|211315900:Z02303:::17
match,91,211316,　ジャスティス青リンゴサワー１Ｌ,Z02305,Z02305,Z02305,1,23,23,211316000:Z02305:0:9012:25|211316900:Z02305:::25
match,91,211317,　ジャスティスグレープフルーツサワー１Ｌ,Z02304,Z02304,Z02304,1,24,24,211317000:Z02304:0:9012:24|211317900:Z02304:::24
match,91,211330,　ピュアポムスパークリンググレープ　レッド７５０ｍｌ,I17102,I17102,I17102,2,89,89,211330000:I17102:0:1202:29
match,91,211331,　メルシャン　スパークリング　アルコールゼロ　白３６０ｍｌ,E04316,E04316,E04316,1,8,8,211331000:E04316:0:1330:8
match,91,211336,　ローヤル　さわやかメロン３５０ｍｌ瓶,L11103,L11103,L11103,2,325,325,211336000:L11103:0:1106:400
match,91,211338,　サントリー　からだ想うオールフリー３５０ｍｌ,E03212,E03212,E03212,1,24,24,211338000:E03212:0:1021:48|211338100:E03212:::48|211338900:E03212:::48
match,91,211339,　アサヒドライゼロ３３４ｍｌ小瓶,AD204A,AD204A,AD204A,6,4532,4437,211339000:AD204A:0:1021:2608|211339900:AD204A:::2608
match,91,211340,×サントリー　のんある気分　レモンサワーテイスト３５０ｍｌ,G01113,G01113,G01113,1,9,9,211340000:G01113:0:1021:9|211340900:G01113:::9
match,91,211351,　ＩＢ　強炭酸水１Ｌ,Z01101,Z01101,Z01101,1,2039,2029,211351000:Z01101:0:1290:4003|211351100::::4003|211351900:Z01101:::4003
match,91,211386,　アサヒ　スタイルバランス　カシスオレンジテイスト２００ｍｌ,C02201,C02201,C02201,3,519,479,211386000:C02201:0:1021:324|211386900::::324
match,91,211387,　アサヒ　スタイルバランス　シャルドネＳＰテイスト２００ｍｌ,B10201,B10201,B10201,1,192,187,211387000:B10201:0:1021:196|211387900::::196
match,91,211393,　サントリー　のんある気分　ホワイトサワーテイスト３５０ｍｌ,G01102,G01102,G01102,2,34,34,211393000:G01102:0:1021:18|211393900::::18
