real_stock_id	warehouse_id	item_id	item_code	item_name	current_quantity	reserved_quantity	parent_available_qty	lot_pickable_qty	missing_qty	reason	default_location_status	default_location_code	z00_code	z00_flags	z00_floor_id
21797	91	340000	340000	　ハリカ金額管理ギフト（仕入用）	71	0	71	0	71	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
42431	91	114150	114150	　白鶴　上撰　サケカップ２００ｍｌ	60	0	60	0	60	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
38998	91	160000	160000	部システム １６０ 	60	0	60	0	60	NO_PICKABLE_LOT	NO_DEFAULT_LOCATION		Z-0-0	8	NULL
50501	91	287777	287777	　カイリューのやさしいうすしおポテト５０ｇ	4844	100	4744	4684	60	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	YX-0-000	Z-0-0	8	NULL
42126	21	141027	141027	◎キリン　ラガー　大瓶６３３ｍｌ	97	0	97	39	58	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
50386	91	153336	153336	　フォルタン　カベルネソービニヨン　１８７ｍｌ	58	0	58	0	58	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
38913	91	112651	112651	　一乃谷金印カップ１８０ｍｌ	57	0	57	0	57	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
9295	4	141020	141020	◎アサヒ　スーパードライ　中瓶５００ｍｌ	219	0	219	165	54	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
35561	91	111056	111056	○月桂冠上撰　キャップエース１８０ｍｌ	52	0	52	0	52	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
37850	9	184391	184391	　タカラ　カンチューハイ　レモン３５０ｍｌ	117	0	117	69	48	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
2467	3	143037	143037	◎キリンラガー５００ｍｌ	144	0	144	97	47	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
11608	4	143037	143037	◎キリンラガー５００ｍｌ	145	0	145	98	47	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
15041	7	185715	185715	　サントリー　こだわり酒場のレモンサワー　濃い旨３５０ｍｌ	150	0	150	103	47	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
440	4	147204	147204	　きらやか麦　糖質７０％オフ３５０ｍｌ	142	0	142	96	46	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
14424	7	185195	185195	　サントリー　こだわり酒場のレモンサワー３５０ｍｌ	212	0	212	167	45	LOT_QTY_SHORT	HAS_DEFAULT_LOCATION	ZZ-1-100	Z-0-0	8	NULL
40545	91	112975	112975	　小浜酒造純米酒わかさ３００ｍｌ	45	0	45	0	45	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
23592	91	122887	122887	　２５°本格芋焼酎　伊七郎７２０ｍｌ	45	0	45	0	45	NO_PICKABLE_LOT	HAS_DEFAULT_LOCATION	ZZ-1	Z-0-0	8	NULL
