location_source,item_id,item_code,mysql_item_name,real_stock_id,source_id,lot_status,lot_current_quantity,lot_reserved_quantity,location_id,location_floor_id,mysql_shelf,mysql_shelf_norm,location_name
default,135175,135175,　キルケラン　ヘビリーピーテッド　バッチ１２　７００ｍｌ,,58665,,,,2671,10,YX-0-000,YX0000,YX0000
default,135176,135176,　ダルモア　１２年　７００ｍｌ,,58666,,,,2495,11,Q-00-000,Q00000,Q00000
default,135177,135177,　スプリングバンク　シェリーカスク　１８年　７００ｍｌ,,58667,,,,2671,10,YX-0-000,YX0000,YX0000
default,135178,135178,　グレンモーレンジ　スパイス　７００ｍｌ,,58668,,,,2671,10,YX-0-000,YX0000,YX0000
default,135181,135181,　バランタイン　クリスマスリザーブ　７００ｍｌ,,58669,,,,2671,10,YX-0-000,YX0000,YX0000
default,135182,135182,　ボウモア　シェリーカスク　１２年　７００ｍｌ,,58670,,,,2671,10,YX-0-000,YX0000,YX0000
default,135183,135183,　ボウモア　シェリーカスク　１５年　７００ｍｌ,,58671,,,,2671,10,YX-0-000,YX0000,YX0000
default,135184,135184,　ボウモア　シェリーカスク　１８年　７００ｍｌ,,58672,,,,2671,10,YX-0-000,YX0000,YX0000
default,135187,135187,　カヴァラン　トリプルシェリーカスク　７００ｍｌ,,58673,,,,2671,10,YX-0-000,YX0000,YX0000
default,135188,135188,　カヴァラン　ソリスト　オロロソカスク　７００ｍｌ,,58674,,,,2671,10,YX-0-000,YX0000,YX0000
default,135189,135189,　キルホーマン　１００％アイラ　７００ｍｌ,,58675,,,,2671,10,YX-0-000,YX0000,YX0000
default,135193,135193,　フェイマスグラウス　ルビーカスク　７００ｍｌ,,58676,,,,2671,10,YX-0-000,YX0000,YX0000
default,135195,135195,　マッカラン　２５年　７００ｍｌ,,637,,,,2671,10,YX-0-000,YX0000,YX0000
lot,135195,135195,　マッカラン　２５年　７００ｍｌ,33615,33448,ACTIVE,4,0,2671,10,YX-0-000,YX0000,YX0000
default,135196,135196,　アードベッグ　２５年　７００ｍｌ,,43840,,,,2671,10,YX-0-000,YX0000,YX0000
lot,135196,135196,　アードベッグ　２５年　７００ｍｌ,33616,33449,ACTIVE,2,0,2671,10,YX-0-000,YX0000,YX0000
default,135197,135197,　スプリングバンク　２１年　７００ｍｌ,,58677,,,,2671,10,YX-0-000,YX0000,YX0000
default,135198,135198,　スプリングバンク　５年　１００プルーフ　７００ｍｌ,,49534,,,,2671,10,YX-0-000,YX0000,YX0000
lot,135198,135198,　スプリングバンク　５年　１００プルーフ　７００ｍｌ,33617,33450,ACTIVE,1,0,2671,10,YX-0-000,YX0000,YX0000
default,135200,135200,　シングルモルツ　オブスコットランド　ブナハーブン６年　７００ｍｌ,,58678,,,,2671,10,YX-0-000,YX0000,YX0000
default,135201,135201,　シングルモルツ　オブスコットランド　ラフロイグ１０年　７００ｍｌ,,58679,,,,2671,10,YX-0-000,YX0000,YX0000
default,135202,135202,　サーデイヴィス　シグネチャー　７００ｍｌ,,58680,,,,2671,10,YX-0-000,YX0000,YX0000
default,135213,135213,　マッカランダブルカスク３０年　７００ｍｌ,,58681,,,,2671,10,YX-0-000,YX0000,YX0000
default,135217,135217,　アラン２０１２　ポートフィニッシュ　７００ｍｌ,,58682,,,,2671,10,YX-0-000,YX0000,YX0000
default,135220,135220,　タリスカー１４年　モルテンシーズ　７００ｍｌ,,58683,,,,2671,10,YX-0-000,YX0000,YX0000
default,135221,135221,　アラン　バーレイ　１０年　７００ｍｌ,,48845,,,,2671,10,YX-0-000,YX0000,YX0000
default,135222,135222,　グレンアラヒー１０年　カスクストレングス　７００ｍｌ,,3081,,,,2671,10,YX-0-000,YX0000,YX0000
lot,135222,135222,　グレンアラヒー１０年　カスクストレングス　７００ｍｌ,33618,33451,ACTIVE,1,0,2671,10,YX-0-000,YX0000,YX0000
default,135226,135226,　キルケラン　ヘビリーピーテッド　バッチ１３　７００ｍｌ,,48089,,,,2671,10,YX-0-000,YX0000,YX0000
lot,135226,135226,　キルケラン　ヘビリーピーテッド　バッチ１３　７００ｍｌ,33619,33452,ACTIVE,5,0,2671,10,YX-0-000,YX0000,YX0000
default,135227,135227,　スプリングバンク　１０年　フィノカスク　７００ｍｌ,,48380,,,,2671,10,YX-0-000,YX0000,YX0000
default,135230,135230,　ミークルトール　ザ・ターボ５年　２０２５　７００ｍｌ,,58684,,,,2671,10,YX-0-000,YX0000,YX0000
default,135234,135234,　コンパスボックス　オーチャードハウス　７００ｍｌ,,58685,,,,2495,11,Q-00-000,Q00000,Q00000
default,135243,135243,　ヘーゼルバーン　１０年　７００ｍｌ,,49535,,,,2671,10,YX-0-000,YX0000,YX0000
lot,135243,135243,　ヘーゼルバーン　１０年　７００ｍｌ,33620,33453,ACTIVE,3,0,2671,10,YX-0-000,YX0000,YX0000
lot,140000,140000,部システム １４０   分類,33621,55918,ACTIVE,76,0,327,11,Z-0-0,Z00,デフォルト
default,141001,141001,　キリン　秋味　中瓶５００ｍｌ,,59900,,,,2907,10,AA-0-010,AA0010,AA0010
default,141003,141003,　キリン　一番搾り　とれたてホップ中瓶５００ｍｌ,,58686,,,,2865,10,A-99-999,A99999,A99999
default,141004,141004,　キリン　ハートランド５００ｍｌ,,6234,,,,337,10,AB-1-03H,AB103H,AB103H
lot,141004,141004,　キリン　ハートランド５００ｍｌ,33622,33454,ACTIVE,270,0,337,10,AB-1-03H,AB103H,AB103H
lot,141004,141004,　キリン　ハートランド５００ｍｌ,33622,54633,ACTIVE,120,0,337,10,AB-1-03H,AB103H,AB103H
lot,141004,141004,　キリン　ハートランド５００ｍｌ,33622,56609,ACTIVE,120,0,337,10,AB-1-03H,AB103H,AB103H
default,141013,141013,　サントリープレミアムモルツ　小瓶３３４ｍｌ,,26007,,,,2729,11,D-05-104,D05104,D05104
lot,141013,141013,　サントリープレミアムモルツ　小瓶３３４ｍｌ,33623,33455,ACTIVE,54,0,2729,11,D-05-104,D05104,D05104
default,141015,141015,×アサヒ　スーパードライブラック　小瓶３３４ｍｌ,,58687,,,,570,11,B-11-101,B11101,B11101
default,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,,3971,,,,334,10,AA-1-02A,AA102A,AA102A
lot,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,33624,33456,ACTIVE,3272,5,334,10,AA-1-02A,AA102A,AA102A
lot,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,33624,51019,ACTIVE,372,300,334,10,AA-1-02A,AA102A,AA102A
lot,141019,141019,◎アサヒ　スーパードライ　大瓶６３３ｍｌ,33624,55066,ACTIVE,1920,0,334,10,AA-1-02A,AA102A,AA102A
default,141020,141020,◎アサヒ　スーパードライ　中瓶５００ｍｌ,,20159,,,,333,10,AA-1-01A,AA101A,AA101A
lot,141020,141020,◎アサヒ　スーパードライ　中瓶５００ｍｌ,33625,33457,ACTIVE,6811,14,333,10,AA-1-01A,AA101A,AA101A
lot,141020,141020,◎アサヒ　スーパードライ　中瓶５００ｍｌ,33625,51020,ACTIVE,1324,275,333,10,AA-1-01A,AA101A,AA101A
lot,141020,141020,◎アサヒ　スーパードライ　中瓶５００ｍｌ,33625,56735,ACTIVE,30,0,333,10,AA-1-01A,AA101A,AA101A
default,141026,141026,○キリン　クラシックラガー　大瓶６３３ｍｌ,,1838,,,,342,10,AB-2-01K,AB201K,AB201K
lot,141026,141026,○キリン　クラシックラガー　大瓶６３３ｍｌ,33626,33458,ACTIVE,406,80,342,10,AB-2-01K,AB201K,AB201K
lot,141026,141026,○キリン　クラシックラガー　大瓶６３３ｍｌ,33626,53585,ACTIVE,480,0,342,10,AB-2-01K,AB201K,AB201K
default,141027,141027,◎キリン　ラガー　大瓶６３３ｍｌ,,221,,,,347,10,AB-3-03K,AB303K,AB303K
lot,141027,141027,◎キリン　ラガー　大瓶６３３ｍｌ,33627,33459,ACTIVE,592,0,347,10,AB-3-03K,AB303K,AB303K
lot,141027,141027,◎キリン　ラガー　大瓶６３３ｍｌ,33627,51028,ACTIVE,876,0,347,10,AB-3-03K,AB303K,AB303K
default,141028,141028,◎キリン　ラガー　中瓶５００ｍｌ,,1527,,,,348,10,AB-3-04K,AB304K,AB304K
lot,141028,141028,◎キリン　ラガー　中瓶５００ｍｌ,33628,33460,ACTIVE,1949,2,348,10,AB-3-04K,AB304K,AB304K
lot,141028,141028,◎キリン　ラガー　中瓶５００ｍｌ,33628,52337,ACTIVE,385,45,348,10,AB-3-04K,AB304K,AB304K
default,141032,141032,×キリン　一番搾り　黒生　小瓶３３４ｍｌ,,59901,,,,2908,11,D-05-202,D05202,D05202
default,141033,141033,　越前福井浪漫麦酒　ピルスナー　３３０ｍｌ,,17927,,,,1793,11,H-07-104,H07104,H07104
lot,141033,141033,　越前福井浪漫麦酒　ピルスナー　３３０ｍｌ,33629,33461,ACTIVE,50,0,1793,11,H-07-104,H07104,H07104
lot,141033,141033,　越前福井浪漫麦酒　ピルスナー　３３０ｍｌ,33629,52552,ACTIVE,20,20,1793,11,H-07-104,H07104,H07104
default,141034,141034,　キリン　秋味　大瓶６３３ｍｌ,,59902,,,,2907,10,AA-0-010,AA0010,AA0010
default,141036,141036,◎キリン　一番搾り　大瓶６３３ｍｌ,,754,,,,336,10,AB-1-02K,AB102K,AB102K
lot,141036,141036,◎キリン　一番搾り　大瓶６３３ｍｌ,33630,33462,ACTIVE,819,0,336,10,AB-1-02K,AB102K,AB102K
default,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,,1519,,,,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,33463,ACTIVE,2747,21,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,51029,ACTIVE,832,-40,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,51174,DEPLETED,0,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,51364,ACTIVE,6,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,51537,DEPLETED,0,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,51539,ACTIVE,-20,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,52338,ACTIVE,600,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,53079,ACTIVE,20,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,53130,ACTIVE,7,0,349,10,AB-3-05K,AB305K,AB305K
lot,141037,141037,○キリン　一番搾り　中瓶５００ｍｌ,33631,53586,ACTIVE,600,0,349,10,AB-3-05K,AB305K,AB305K
default,141038,141038,　アサヒ　スーパードライ　小瓶３３４ｍｌ,,8167,,,,344,10,AB-2-03A,AB203A,AB203A
lot,141038,141038,　アサヒ　スーパードライ　小瓶３３４ｍｌ,33632,33464,ACTIVE,276,0,344,10,AB-2-03A,AB203A,AB203A
default,141039,141039,　サッポロ　黒ラベル　小瓶３３４ｍｌ,,11326,,,,2730,11,D-05-101,D05101,D05101
lot,141039,141039,　サッポロ　黒ラベル　小瓶３３４ｍｌ,33633,33465,ACTIVE,160,0,2730,11,D-05-101,D05101,D05101
lot,141039,141039,　サッポロ　黒ラベル　小瓶３３４ｍｌ,33633,54783,ACTIVE,79,0,2730,11,D-05-101,D05101,D05101
lot,141039,141039,　サッポロ　黒ラベル　小瓶３３４ｍｌ,33633,55089,ACTIVE,90,0,2730,11,D-05-101,D05101,D05101
default,141040,141040,　越前福井浪漫麦酒　アンバーエール　３３０ｍｌ,,18818,,,,1791,11,H-07-101,H07101,H07101
lot,141040,141040,　越前福井浪漫麦酒　アンバーエール　３３０ｍｌ,33634,33466,ACTIVE,117,0,1791,11,H-07-101,H07101,H07101
lot,141040,141040,　越前福井浪漫麦酒　アンバーエール　３３０ｍｌ,33634,52553,ACTIVE,70,0,1791,11,H-07-101,H07101,H07101
default,141041,141041,　キリン　ラガー　小瓶３３４ｍｌ,,11431,,,,701,11,D-05-102,D05102,D05102
lot,141041,141041,　キリン　ラガー　小瓶３３４ｍｌ,33635,33467,ACTIVE,84,0,701,11,D-05-102,D05102,D05102
default,141042,141042,　キリン　一番搾り　小瓶３３４ｍｌ,,9946,,,,703,11,D-05-106,D05106,D05106
lot,141042,141042,　キリン　一番搾り　小瓶３３４ｍｌ,33636,33468,ACTIVE,122,0,703,11,D-05-106,D05106,D05106
lot,141042,141042,　キリン　一番搾り　小瓶３３４ｍｌ,33636,52312,ACTIVE,60,0,703,11,D-05-106,D05106,D05106
lot,141042,141042,　キリン　一番搾り　小瓶３３４ｍｌ,33636,54337,ACTIVE,60,0,703,11,D-05-106,D05106,D05106
default,141044,141044,　サッポロ　エビス　中瓶５００ｍｌ,,13390,,,,355,10,AC-1-06S,AC106S,AC106S
lot,141044,141044,　サッポロ　エビス　中瓶５００ｍｌ,33637,33469,ACTIVE,346,0,355,10,AC-1-06S,AC106S,AC106S
default,141045,141045,　サッポロ　エビス　小瓶３３４ｍｌ,,93,,,,2704,11,D-05-105,D05105,D05105
lot,141045,141045,　サッポロ　エビス　小瓶３３４ｍｌ,33638,33470,ACTIVE,106,0,2704,11,D-05-105,D05105,D05105
default,141047,141047,　キリン麒麟淡麗＜生＞　大瓶６３３ｍｌ,,59903,,,,2909,10,AA-0-003,AA0003,AA0003
default,141048,141048,◎サッポロ　黒ラベル　大瓶６３３ｍｌ,,386,,,,362,10,AD-2-02S,AD202S,AD202S
lot,141048,141048,◎サッポロ　黒ラベル　大瓶６３３ｍｌ,33639,33471,ACTIVE,863,20,362,10,AD-2-02S,AD202S,AD202S
default,141049,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,,1534,,,,362,10,AD-2-02S,AD202S,AD202S
lot,141049,141049,◎サッポロ　黒ラベル　中瓶５００ｍｌ,33640,33472,ACTIVE,2107,20,362,10,AD-2-02S,AD202S,AD202S
default,141051,141051,　金沢百万石ビール　ＩＰＡ３５０ｍｌ缶,,58688,,,,2671,10,YX-0-000,YX0000,YX0000
default,141056,141056,　ＣＯＥＤＯ　毬花　－Ｍａｒｉｈａｎａ－３３３ｍｌ瓶,,58689,,,,2671,10,YX-0-000,YX0000,YX0000
default,141059,141059,　サッポロ　エビス　プレミアムブラック　小瓶３３４ｍｌ,,14178,,,,704,11,D-05-201,D05201,D05201
lot,141059,141059,　サッポロ　エビス　プレミアムブラック　小瓶３３４ｍｌ,33641,33473,ACTIVE,51,0,704,11,D-05-201,D05201,D05201
default,141060,141060,　キリン　クラシックラガー　中瓶５００ｍｌ,,5510,,,,335,10,AB-1-01K,AB101K,AB101K
lot,141060,141060,　キリン　クラシックラガー　中瓶５００ｍｌ,33642,33474,DEPLETED,0,0,335,10,AB-1-01K,AB101K,AB101K
lot,141060,141060,　キリン　クラシックラガー　中瓶５００ｍｌ,33642,51030,ACTIVE,187,4,335,10,AB-1-01K,AB101K,AB101K
default,141064,141064,　アサヒ　プレミアム生＜熟撰＞　中瓶５００ｍｌ,,6604,,,,627,11,C-04-101,C04101,C04101
lot,141064,141064,　アサヒ　プレミアム生＜熟撰＞　中瓶５００ｍｌ,33643,33475,ACTIVE,25,0,627,11,C-04-101,C04101,C04101
default,141068,141068,　アサヒ　プレミアム生＜熟撰＞　小瓶３３４ｍｌ,,58690,,,,645,11,C-06-104,C06104,C06104
default,141073,141073,　アワーブルーイング　Ｒｅｂｏｒｎ　Ｓ（リボーンＳ）３３０ｍｌ,,58691,,,,2671,10,YX-0-000,YX0000,YX0000
default,141077,141077,　サッポロ　ラガー　中瓶５００ｍｌ,,13396,,,,346,10,AB-3-02S,AB302S,AB302S
lot,141077,141077,　サッポロ　ラガー　中瓶５００ｍｌ,33644,33476,ACTIVE,1985,6,346,10,AB-3-02S,AB302S,AB302S
default,141078,141078,　サントリープレミアムモルツ　中瓶５００ｍｌ,,6163,,,,353,10,AC-1-04P,AC104P,AC104P
lot,141078,141078,　サントリープレミアムモルツ　中瓶５００ｍｌ,33645,33477,ACTIVE,139,0,353,10,AC-1-04P,AC104P,AC104P
lot,141078,141078,　サントリープレミアムモルツ　中瓶５００ｍｌ,33645,51259,ACTIVE,34,0,353,10,AC-1-04P,AC104P,AC104P
lot,141078,141078,　サントリープレミアムモルツ　中瓶５００ｍｌ,33645,52747,DEPLETED,0,0,353,10,AC-1-04P,AC104P,AC104P
default,141080,141080,　サッポロ　ラガー　大瓶６３３ｍｌ,,9149,,,,345,10,AB-3-01S,AB301S,AB301S
lot,141080,141080,　サッポロ　ラガー　大瓶６３３ｍｌ,33646,33478,ACTIVE,1148,1,345,10,AB-3-01S,AB301S,AB301S
default,141081,141081,　キリン　ハートランド３３０ｍｌ,,13069,,,,338,10,AB-1-04H,AB104H,AB104H
lot,141081,141081,　キリン　ハートランド３３０ｍｌ,33647,33479,ACTIVE,363,0,338,10,AB-1-04H,AB104H,AB104H
lot,141081,141081,　キリン　ハートランド３３０ｍｌ,33647,54634,ACTIVE,120,0,338,10,AB-1-04H,AB104H,AB104H
lot,141081,141081,　キリン　ハートランド３３０ｍｌ,33647,56610,ACTIVE,180,0,338,10,AB-1-04H,AB104H,AB104H
default,141084,141084,　金沢百万石ビール　ヴァイツェン　小瓶３３０ｍｌ,,58692,,,,2671,10,YX-0-000,YX0000,YX0000
default,141089,141089,×アサヒスーパードライ　ドライプレミアム中瓶５００ｍｌ,,59904,,,,2910,10,AA-0-006,AA0006,AA0006
default,141100,141100,　ＣＯＥＤＯ　瑠璃　－Ｒｕｒｉ－３３３ｍｌ瓶,,58693,,,,2671,10,YX-0-000,YX0000,YX0000
default,141122,141122,　アワーブルーイング　Ｒｅｂｏｒｎ　Ｃ（リボーンＣ）３３０ｍｌ,,58694,,,,2671,10,YX-0-000,YX0000,YX0000
default,141131,141131,×サントリー　ビアボール　中瓶５００ｍｌ,,58695,,,,2671,10,YX-0-000,YX0000,YX0000
default,141133,141133,　アサヒ　スーパードライ　中瓶　特別ラベル５００ｍｌ,,58696,,,,2865,10,A-99-999,A99999,A99999
default,141144,141144,　越の磯　米五みそ　味噌麦酒３３０ｍｌ,,58697,,,,2671,10,YX-0-000,YX0000,YX0000
default,141147,141147,　サッポロ　エビス　プレミアムメルツェン　中瓶５００ｍｌ,,58698,,,,2671,10,YX-0-000,YX0000,YX0000
default,141149,141149,　オリオン　ザ・ドラフト中瓶５００ｍｌ,,33836,,,,278,10,AD-0-03O,AD003O,AD003O
lot,141149,141149,　オリオン　ザ・ドラフト中瓶５００ｍｌ,33648,33480,ACTIVE,108,0,278,10,AD-0-03O,AD003O,AD003O
default,141151,141151,　アワーブルーイング　イーストサイド３３０ｍｌ,,58699,,,,471,10,AW-0-000,AW0000,AW0000
default,141153,141153,　サッポロ　エビス　オランジェ　中瓶５００ｍｌ,,58700,,,,2671,10,YX-0-000,YX0000,YX0000
default,141155,141155,　アワーブルーイング　ウエストサイド３３０ｍｌ,,58701,,,,471,10,AW-0-000,AW0000,AW0000
default,141166,141166,　金沢百万石ビール　ペールエール　小瓶３３０ｍｌ,,9113,,,,2671,10,YX-0-000,YX0000,YX0000
default,141167,141167,　金沢百万石ビール　ダークエール　小瓶３３０ｍｌ,,8193,,,,2671,10,YX-0-000,YX0000,YX0000
default,141168,141168,　金沢百万石ビール　コシヒカリエール　小瓶３３０ｍｌ,,58702,,,,2671,10,YX-0-000,YX0000,YX0000
default,141202,141202,　オリオンドラフト　小瓶３３４ｍｌ,,15055,,,,227,10,AD-0-02O,AD002O,AD002O
lot,141202,141202,　オリオンドラフト　小瓶３３４ｍｌ,33649,33481,ACTIVE,30,0,227,10,AD-0-02O,AD002O,AD002O
default,141209,141209,　アサヒ　生ビール　中瓶５００ｍｌ,,8008,,,,702,11,D-05-103,D05103,D05103
lot,141209,141209,　アサヒ　生ビール　中瓶５００ｍｌ,33650,33482,ACTIVE,53,0,702,11,D-05-103,D05103,D05103
default,141212,141212,　アワーブルーイング　ディノ・ヘイジー（ＤＩＮＯ　ＨＡＺＹ）３３０ｍｌ,,58703,,,,2671,10,YX-0-000,YX0000,YX0000
default,141214,141214,　アサヒ　生ビール　大瓶６３３ｍｌ,,42465,,,,628,11,C-04-102,C04102,C04102
lot,141214,141214,　アサヒ　生ビール　大瓶６３３ｍｌ,33651,33483,ACTIVE,13,0,628,11,C-04-102,C04102,C04102
lot,141214,141214,　アサヒ　生ビール　大瓶６３３ｍｌ,33651,53263,ACTIVE,20,0,628,11,C-04-102,C04102,C04102
default,141216,141216,　越前福井浪漫麦酒　ダークエール　３３０ｍｌ,,19647,,,,1807,11,H-08-203,H08203,H08203
lot,141216,141216,　越前福井浪漫麦酒　ダークエール　３３０ｍｌ,35605,35426,ACTIVE,47,0,1807,11,H-08-203,H08203,H08203
lot,141216,141216,　越前福井浪漫麦酒　ダークエール　３３０ｍｌ,35605,52554,ACTIVE,40,0,1807,11,H-08-203,H08203,H08203
default,141217,141217,　越前福井浪漫麦酒　３本セット９９０ｍｌ,,58704,,,,2671,10,YX-0-000,YX0000,YX0000
default,141238,141238,　越の磯　越前そばエール３３０ｍｌ,,22709,,,,1792,11,H-07-102,H07102,H07102
lot,141238,141238,　越の磯　越前そばエール３３０ｍｌ,35606,35427,ACTIVE,63,20,1792,11,H-07-102,H07102,H07102
default,141248,141248,×アサヒ　スーパードライ　ザ・クール　小瓶３３４ｍｌ,,59905,,,,2911,11,B-01-103,B01103,B01103
default,141249,141249,　金澤麦酒　Ｖｉｒｇｉｎ　Ａｌｅ３３０ｍｌ　,,27225,,,,1560,11,G-08-206,G08206,G08206
lot,141249,141249,　金澤麦酒　Ｖｉｒｇｉｎ　Ａｌｅ３３０ｍｌ　,35607,35428,ACTIVE,19,0,1560,11,G-08-206,G08206,G08206
default,141250,141250,　金澤麦酒　ＷＥＩＺＥＮ３３０ｍｌ,,49536,,,,2671,10,YX-0-000,YX0000,YX0000
lot,141250,141250,　金澤麦酒　ＷＥＩＺＥＮ３３０ｍｌ,35608,35429,ACTIVE,32,0,2671,10,YX-0-000,YX0000,YX0000
default,141251,141251,　金澤麦酒　ＤＲＹ　ＳＴＯＵＴ３３０ｍｌ,,33829,,,,1563,11,G-08-304,G08304,G08304
lot,141251,141251,　金澤麦酒　ＤＲＹ　ＳＴＯＵＴ３３０ｍｌ,35609,35430,ACTIVE,10,0,1563,11,G-08-304,G08304,G08304
default,141254,141254,　アワーブルーイング　バトン（Ｂａｔｏｎ）３３０ｍｌ,,58705,,,,2671,10,YX-0-000,YX0000,YX0000
default,141255,141255,　サントリー　生ビール　中瓶５００ｍｌ,,40142,,,,354,10,AC-1-05U,AC105U,AC105U
lot,141255,141255,　サントリー　生ビール　中瓶５００ｍｌ,35610,35431,ACTIVE,268,0,354,10,AC-1-05U,AC105U,AC105U
default,141256,141256,　サントリー　生ビール　大瓶６３３ｍｌ,,58706,,,,2865,10,A-99-999,A99999,A99999
default,141260,141260,　越の磯　越前　ＪＵＲＡＳＳＩＣビール　瓶３３０ｍｌ,,25045,,,,1800,11,H-08-101,H08101,H08101
lot,141260,141260,　越の磯　越前　ＪＵＲＡＳＳＩＣビール　瓶３３０ｍｌ,35611,35432,ACTIVE,145,40,1800,11,H-08-101,H08101,H08101
default,141262,141262,　「９１４」東浦みかんビール　３１０ｍｌ,,49537,,,,2671,10,YX-0-000,YX0000,YX0000
lot,141262,141262,　「９１４」東浦みかんビール　３１０ｍｌ,35612,35433,ACTIVE,0,-1,2671,10,YX-0-000,YX0000,YX0000
default,141264,141264,　越の磯　いちほまれエール３３０ｍｌ,,22529,,,,1806,11,H-08-202,H08202,H08202
lot,141264,141264,　越の磯　いちほまれエール３３０ｍｌ,35613,35434,ACTIVE,61,0,1806,11,H-08-202,H08202,H08202
lot,141264,141264,　越の磯　いちほまれエール３３０ｍｌ,35613,52555,ACTIVE,180,0,1806,11,H-08-202,H08202,H08202
default,141265,141265,　サントリー　ビアボール　小瓶３３４ｍｌ,,58707,,,,474,11,B-01-104,B01104,B01104
default,141270,141270,　金澤麦酒　ゴルトバッハ３３０ｍｌ,,34927,,,,1564,11,G-08-305,G08305,G08305
lot,141270,141270,　金澤麦酒　ゴルトバッハ３３０ｍｌ,35614,35435,ACTIVE,15,0,1564,11,G-08-305,G08305,G08305
default,141294,141294,　オリエンタルブルーイング　加賀棒茶スタウト３３０ｍｌ瓶,,58708,,,,2671,10,YX-0-000,YX0000,YX0000
default,141295,141295,　オリエンタルブルーイング　湯涌ゆずエール３３０ｍｌ瓶,,58709,,,,2671,10,YX-0-000,YX0000,YX0000
default,141296,141296,　オリエンタルブルーイング　シトラ３３０ｍｌ瓶,,58710,,,,2671,10,YX-0-000,YX0000,YX0000
default,141297,141297,　オリエンタルブルーイング　きまビール３３０ｍｌ瓶,,58711,,,,2671,10,YX-0-000,YX0000,YX0000
default,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,,2233,,,,343,10,AB-2-02K,AB202K,AB202K
lot,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,35615,35436,ACTIVE,2114,0,343,10,AB-2-02K,AB202K,AB202K
lot,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,35615,51031,ACTIVE,312,5,343,10,AB-2-02K,AB202K,AB202K
lot,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,35615,51157,ACTIVE,20,0,343,10,AB-2-02K,AB202K,AB202K
lot,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,35615,51192,ACTIVE,40,0,343,10,AB-2-02K,AB202K,AB202K
lot,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,35615,51369,ACTIVE,7,0,343,10,AB-2-02K,AB202K,AB202K
lot,141314,141314,　キリン　晴れ風　中瓶５００ｍｌ,35615,53110,ACTIVE,20,0,343,10,AB-2-02K,AB202K,AB202K
default,141317,141317,　オリエンタルブルーイング　能登塩セゾン３３０ｍｌ,,58712,,,,2671,10,YX-0-000,YX0000,YX0000
default,141330,141330,　アサヒ　アサヒ　生ビール　黒生　小瓶３３４ｍｌ,,13956,,,,705,11,D-05-203,D05203,D05203
lot,141330,141330,　アサヒ　アサヒ　生ビール　黒生　小瓶３３４ｍｌ,35616,35437,ACTIVE,18,0,705,11,D-05-203,D05203,D05203
default,141334,141334,　越の磯越前そばエール（行雲ラベル）３３０ｍｌ,,3539,,,,2671,10,YX-0-000,YX0000,YX0000
lot,141334,141334,　越の磯越前そばエール（行雲ラベル）３３０ｍｌ,35617,35438,ACTIVE,20,0,2671,10,YX-0-000,YX0000,YX0000
lot,141336,141336,　アサヒ　スーパードライ　冷涼辛口　中瓶５００ｍｌ,51568,51306,ACTIVE,220,0,327,11,Z-0-0,Z00,デフォルト
lot,141336,141336,　アサヒ　スーパードライ　冷涼辛口　中瓶５００ｍｌ,51568,52039,ACTIVE,0,0,327,11,Z-0-0,Z00,デフォルト
lot,141336,141336,　アサヒ　スーパードライ　冷涼辛口　中瓶５００ｍｌ,51568,55104,ACTIVE,-280,0,327,11,Z-0-0,Z00,デフォルト
lot,141336,141336,　アサヒ　スーパードライ　冷涼辛口　中瓶５００ｍｌ,51568,55116,ACTIVE,160,0,398,10,AG-3-0SN,AG30SN,AG30SN
default,142001,142001,×アサヒスーパードライ　ドライプレミアム３５０ｍｌ,,59906,,,,2912,10,AD-0-000,AD0000,AD0000
default,142002,142002,×バドワイザー瓶３３０ｍｌ,,58713,,,,2704,11,D-05-105,D05105,D05105
