status,message,real_stock_id,item_id,item_code,item_name,current_quantity,reserved_quantity,parent_available,pickable_available,missing_pickable_qty,patch_lot_id,patch_lot_location_id,pickable_current,missing_current_qty,patch_lot_current_before,patch_lot_reserved_before,patch_qty
updated,,3915,215436,215436,　エクシードＮＥＯ　緑茶２Ｌ,62,0,62,36,26,3915,8,36,26,36,0,26
skipped,"no active NULL/NULL pickable lot",52737,119640,119640,　福千歳　ＴＨＥ　ＢＲＥＷ　ＳＡＫＥ　７２０ｍｌ,12,0,12,0,12,,,0,12,,,12
skipped,"no active NULL/NULL pickable lot",52085,142677,142677,　ＯＵＲ　ＢＲＥＷＩＮＧ　ホッピー・アワー３６５ｍｌ缶,12,0,12,0,12,,,0,12,,,12
skipped,"no active NULL/NULL pickable lot",52706,146215,146215,　オーラ　ドゥ１２　インペリアルスタウト　３３０ｍｌ,12,0,12,0,12,,,0,12,,,12
updated,,1190,114018,114018,◎白鶴まる　パック２Ｌ,55,0,55,43,12,1190,8,43,12,43,0,12
updated,,12584,244444,244444,　朝日のり　酒屋さんが選んでくれました８０枚箱なし,20,0,20,10,10,12584,8,10,10,10,0,10
updated,,8590,131273,131273,　ニッカ　竹鶴　ピュアモルト（新）　７００ｍｌ,20,0,20,12,8,8590,8,12,8,12,0,8
skipped,"no active NULL/NULL pickable lot",52084,142691,142691,　ＯＵＲ　ＢＲＥＷＩＮＧ　ディノ・キング３６５ｍｌ缶,8,0,8,0,8,,,0,8,,,8
skipped,"no active NULL/NULL pickable lot",52086,1004012,100008,"OUR BREWING　キックオフ  缶",8,0,8,0,8,,,0,8,,,8
skipped,"no active NULL/NULL pickable lot",52551,242494,242494,　極洋　ライトツナまぐろ油漬３Ｐ,6,0,6,0,6,,,0,6,,,6
updated,,9480,132210,132210,　アードベッグ１０年　７００ｍｌ,10,0,10,4,6,9480,8,4,6,4,0,6
skipped,"no active NULL/NULL pickable lot",52553,284161,284161,　味源　しじみだしスープ１１０ｇ,5,0,5,0,5,,,0,5,,,5
updated,,4662,171174,171174,　アサヒ　ブラックニッカクリアブレンドハイボール樽詰１０Ｌ,8,0,8,3,5,4662,8,3,5,3,0,5
updated,,8568,131168,131168,　サントリー　響　ブレンダーズチョイス　７００ｍｌ,7,0,7,3,4,8568,8,3,4,3,0,4
updated,,4666,171193,171193,　アサヒ　樽ハイ倶楽部　プレーン　１０Ｌ,8,0,8,4,4,4666,8,4,4,4,0,4
updated,,11680,112673,112673,　花垣本醸造１．８Ｌ,5,0,5,2,3,11680,8,2,3,2,0,3
updated,,10901,112037,112037,　関西　佳撰１．８Ｌ,5,0,5,2,3,10901,8,2,3,2,0,3
updated,,10252,132420,132420,　マッカラン　ダブルカスク１２年　７００ｍｌ,6,0,6,3,3,10252,8,3,3,3,0,3
skipped,"no active NULL/NULL pickable lot",52278,132192,132192,　ザ・マッカラン１８年　７００ｍｌ,3,0,3,0,3,,,0,3,,,3
skipped,"no active NULL/NULL pickable lot",52552,632077,632077,　はごろもフーズ業務用スパゲティー１．６ｍｍ１Ｋｇ,3,0,3,0,3,,,0,3,,,3
skipped,"no active NULL/NULL pickable lot",52554,247370,247370,　秋田屋　メキシコ産オレンジはちみつ３００ｇ,3,0,3,0,3,,,0,3,,,3
updated,,8891,450034,450034,　ＬＩＮＥ１００円クーポン,19,0,19,17,2,8891,8,17,2,17,0,2
updated,,7132,248283,248283,　クレターズ　チーズ＆キャラメルミックス２１３ｇ,3,0,3,1,2,7132,8,1,2,1,0,2
updated,,6958,123434,123434,　２５°限定　紫の赤兎馬１．８Ｌ（芋）,5,0,5,3,2,6958,8,3,2,3,0,2
