item_id,item_code,item_name,real_stock_id,parent_current,parent_available,default_id,default_location_id,default_shelf,oracle_status,oracle_shelf,location_id,location_floor_id
159041,159041,　シャトー　レ　モワンヌ　’０６　７５０ｍｌ,,,,,,,single,D01106,3019,11
159113,159113,　レザレ　ド　セノザン　シャルドネ　７５０ｍｌ,,,,,,,single,I09213,3020,11
159126,159126,　フルール　ド　クルティヤック　７５０ｍｌ,,,,,,,single,I03103,3021,11
171169,171169,　中野ＢＣ　パインアメサワーの素６００ｍｌ,,,,,,,single,G03302,3022,11
171275,171275,　ニッカ　ザ　バーテンダージントニック　１．８Ｌ,,,,,,,single,H04202,3023,11
171453,171453,　合同　トーキョーハイボールの素　しそ梅風味７２０ｍｌ,,,,,,,single,H06402,3024,11
171516,171516,　明利　梅酒　うめ物語　５００ｍｌ,,,,,,,single,H05307,3025,11
171687,171687,　北岡本店　ヨーグルト　北の牧場から　１．８Ｌ,52105,0,0,,,,single,I08108,3026,11
171723,171723,　国盛ざくろのお酒　梅酒仕立てパック１Ｌ,,,,,,,single,G03218,3027,11
171810,171810,　キリン樽詰レモンハイ１５Ｌ,,,,,,,single,AG30TL,3028,10
173002,173002,　東酒造　黒酒　金ラベル　ペット１．８Ｌ（灰持酒）,52629,0,0,,,,single,H06110,3029,11
184020,184020,×宝　カンチューハイＤＸ　たっぷりリンゴ　２５０,,,,,,,single,K05102,3030,10
184059,184059,×アサヒカクテルＰ　マンゴーマイタイ３５０ｍｌ,,,,,,,single,K06204,3031,10
184071,184071,　アサヒ　カクテルＰ　メロンバニラ３５０ｍｌ,,,,,,,single,M05201,3032,10
184148,184148,　サントリー　－１９６無糖　クリア７％　３５０ｍｌ,,,,,,,single,K07201,3002,10
184157,184157,×宝　カンチューハイＤＸ　たっぷりＧＦ　２５０ｍｌ,,,,,,,single,K08103,3033,10
184228,184228,×サントリー　カロリ　地中海レモン　３５０ｍｌ,,,,,,,single,M05101,3034,10
184238,184238,×サントリー　カロリ　白桃　３５０ｍｌ,,,,,,,single,M05103,3035,10
184258,184258,　ハイリキ　レモン３５０ｍｌ缶,52506,0,0,,,,single,G02214,3036,11
184261,184261,　サントリー　チューハイ烏龍割　３３５ｍｌ,,,,,,,single,M02208,3037,10
184270,184270,×キリン　氷結　ゆずレモン３５０ｍｌ,,,,,,,single,M07101,3038,10
184296,184296,×スミノフアイスドライ２７５ｍｌ,,,,,,,single,M01311,3039,10
184305,184305,×アサヒ　カクテルＰ　カシスオレンジ　３５０ｍｌ,,,,,,,single,M03403,3040,10
184392,184392,　アサヒ　カルピスサワー　３５０ｍｌ,,,,,,,single,G01103,3041,11
184461,184461,×スミノフアイス　ライムスプラッシュ２７５ｍｌ,,,,,,,single,K09106,3042,10
184544,184544,　サントリー　ソウルマッコリ　３５０ｍｌ,,,,,,,single,G02213,3043,11
184557,184557,×宝スッキリ果実のお酒　巨峰２５０ｍｌ,,,,,,,single,M05108,3044,10
184558,184558,×宝　スッキリ果実のお酒　ライチ２５０ｍｌ,,,,,,,single,M01105,3006,10
184577,184577,×サントリー　カロリ　マンゴー　３５０ｍｌ,,,,,,,single,AY1000,3045,10
184584,184584,×キリン　ワインスプリッツァ　白　３５０ｍｌ,,,,,,,single,C10409,3046,10
184628,184628,×キリン　ワインスプリッツァ　ロゼ　３５０ｍｌ,,,,,,,single,C11104,3047,10
184653,184653,×白鶴ぷるぷる柚子酒スパークリングゼリー１９０ｍｌ,,,,,,,single,M01408,3048,10
184695,184695,×アサヒ　カクテルＰ　ジントニック　３５０ｍｌ,,,,,,,single,M05202,3049,10
184696,184696,×アサヒ　カクテルＰ　スクリューＤ　３５０ｍｌ,,,,,,,single,M05203,3050,10
184697,184697,×アサヒ　カクテルＰ　ソルティドッグ　３５０ｍｌ,,,,,,,single,M05206,3051,10
184712,184712,×キリン氷結　レモン　２５０ｍｌ,,,,,,,single,M08109,3052,10
184754,184754,×スカイブルー　２７５ｍｌ,,,,,,,single,B14102,3053,11
184771,184771,×アサヒ　カクテルＰ　ピーチ＆オレンジ　３５０ｍｌ,,,,,,,single,K06205,3054,10
185399,185399,×キリン　氷結ストロング　サワーレモン３５０ｍｌ,,,,,,,single,M08308,3055,10
210004,210004,×キリンボルヴィック５００ｍｌ,,,,,,,single,H03206,3056,11
210006,210006,　ブルボンイオンウォーター５００ｍｌ,,,,,,,single,M07105,3057,10
210044,210044,×キリンアルカリイオンの水２Ｌペット,,,,,,,single,AA0050,3058,10
210060,210060,×サントリー草原物語ミルク１９０ｇ,,,,,,,single,N01105,3059,10
210091,210091,　サンペレグリノ２５０ｍｌ,,,,,,,single,M06305,3060,10
210175,210175,×オーシャンスプレークランベリー９００ｍｌペット,,,,,,,single,R02207,3061,11
210300,210300,×サントリー　天然水　自販機用５５０ｍｌ,,,,,,,single,F07000,3062,11
210747,210747,　キリン　カラダＦＲＥＥ３５０ｍｌ,,,,,,,single,M08312,3063,10
210861,210861,　中村商店　キャプテン　カシス６００ｍｌ,,,,,,,single,G03313,3064,11
211001,211001,×キリンレモン２００ｍｌ瓶,,,,,,,single,B08102,3065,11
211015,211015,×コカコーラ１．５Ｌペット,,,,,,,single,K07104,3066,10
211018,211018,×コカコーラ　ファンタ　グレープ１．５Ｌペット,,,,,,,single,K07303,3067,10
211057,211057,　ハタ鉱泉よいこの泡びぃー３３０ｍｌ,,,,,,,single,C11102,3068,10
211118,211118,×ファンタ　グレープ瓶２００ｍｌ,,,,,,,single,C10101,3069,10
211151,211151,　サントリーＣＣレモン　リフレッシュゼロ５００ｍｌ,,,,,,,single,C09205,3070,11
211174,211174,　アサヒ　十六茶６６０ｍｌペット,,,,,,,single,D09205,3071,11
211178,211178,×キリン　メッツ　ｆｏｒ　ＰＲＯ　ソーダ２００ｍｌ６缶,,,,,,,single,D11203,3072,10
211196,211196,　カクテスプレーンソーダ１．５Ｌペット,,,,,,,single,M08215,3073,10
211249,211249,×キリン　フリー３５０ｍｌ缶,,,,,,,single,K06101,3074,10
211250,211250,×キリン　フリー３３４ｍｌ瓶,,,,,,,single,AC0001,3075,10
211254,211254,×コカコーラ２８０ｍｌ缶,,,,,,,single,K06104,3076,10
211255,211255,×コカコーラ　ゼロ２８０ｍｌ缶,,,,,,,single,M01105,3006,10
211307,211307,×コカコーラ　カナダドライ　ジンジャーエール１．５Ｌ,,,,,,,single,H03106,3077,11
211350,211350,　アップルタイザー　瓶２７５ｍｌ,,,,,,,single,F07102,3078,11
211371,211371,×キリンゼロハイ　シチリア産レモン３５０ｍｌ,,,,,,,single,C10407,3079,10
211373,211373,×キリンゼロハイ　グレープフルーツ３５０ｍｌ,,,,,,,single,C10406,3080,10
211380,211380,　アサヒ　ゼロカク　カシスオレンジテイスト３５０ｍｌ,,,,,,,single,M01103,3081,10
211418,211418,×くら寿司　シャリコーラ１５０ｍｌ,,,,,,,single,L07103,3082,11
211577,211577,　川崎飲料　塩レモンサイダー３４０ｍｌ,,,,,,,single,C10307,3083,10
211771,211771,×コカコーラ　コカコーラ　缶　２５０ｍｌホレカ,,,,,,,single,F06203,3084,11
211886,211886,　アップルタイザー　瓶７５０ｍｌ,,,,,,,single,G04104,3085,11
212011,212011,　大塚ファイブミニプラス１００ｍｌ,,,,,,,single,M04204,3086,10
212033,212033,　大塚マッチ５００ｍｌペット,,,,,,,single,D16204,3087,10
212055,212055,×キリンアルカリイオンの水５００ｍｌ,,,,,,,single,D16300,3088,10
212077,212077,　大塚エネルゲン３４０ｍｌ缶,,,,,,,single,M01110,3089,10
212085,212085,×関西薬品　最強実感　ウコンにおまかせ１００ｍｌ,,,,,,,single,D11104,3090,10
212291,212291,×大塚マッチボトル缶３００ｍｌ,,,,,,,single,H08209,3091,11
213008,213008,　サントリー　ニチレイ　アセロラ　リフレッシュ４３０ｍｌ,,,,,,,single,M03309,3092,10
213011,213011,×ＩＢＪグレープフルーツジュース１００％１９０ｍｌ,,,,,,,single,Z01206,3093,11
213014,213014,×アサヒ　バヤリースホテルＢＦ　アップル１００１．５Ｌ,,,,,,,single,D14103,3094,10
213042,213042,×カゴメ１００ＣＡＮ　ホワイトＧＦ１６０ｍｌ,,,,,,,single,K08202,3095,10
213048,213048,　アサヒ　バヤリース　オレンジ３５０ｍｌ缶,,,,,,,single,M04110,3096,10
213058,213058,×デルモンテ　１００％アップルジュース１６０ｇ,,,,,,,single,G01403,3097,11
213095,213095,×ポン　オレンジペット３５０ｍｌ,,,,,,,single,K07303,3067,10
213101,213101,×カゴメトマトジュース無塩９００ｍｌペット,,,,,,,single,M07206,3098,10
213110,213110,　三田飲料　ｐｌｕｓ　ヒアルロン酸とコラーゲン　カムカム１Ｌ,,,,,,,single,G02419,3099,11
213124,213124,×キリンオレンジ２００ｍｌ瓶,,,,,,,single,C07102,3100,11
213140,213140,　サントリー　ＣＣレモン１．５Ｌペット,,,,,,,single,D15307,3101,10
213153,213153,　ジューシーピンクグレープフルーツ１Ｌパック,,,,,,,single,L09202,3102,11
213168,213168,　伊藤園充実野菜９３０ｇ,,,,,,,single,M05403,3103,10
213196,213196,×コカコーラ　Ｑｏｏ　りんご１．５Ｌ,,,,,,,single,K07306,2968,10
213221,213221,　伊藤園１日分の野菜ベジタブル１００２００ｍｌ,,,,,,,single,M01302,3104,10
213259,213259,　不二家ネクターミックス３５０ｍｌ,,,,,,,single,M04101,3105,10
214020,214020,×コカコーラ　ジョージア　エメラルドＭＢ　ブラック１８５ｇマルチ,,,,,,,single,H08208,3106,11
214021,214021,　ダイドーブレンド１８５ｇ,,,,,,,single,M01405,3107,10
214048,214048,　キリン　午後の紅茶　ミルクティー１．５Ｌ,,,,,,,single,M02206,3108,10
214056,214056,×ＵＣＣ職人の珈琲　アイスコーヒー　低糖９００ｍｌ,,,,,,,single,M01103,3081,10
214083,214083,　キリンファイア　挽きたて微糖１８５ｇ,,,,,,,single,N01103,3109,10
214091,214091,　ＵＣＣ　ブラック無糖１８５ｇ,,,,,,,single,M03304,3110,10
214098,214098,　アサヒ　ワンダ　プレミアムゼロ１８５ｇ,,,,,,,single,M01108,3111,10
214193,214193,×アサヒワンダ　ゴールドブラック１８５ｇ缶,,,,,,,single,M08410,3112,10
215052,215052,　キリン烏龍茶　極烏＜ごくう＞２Ｌ,,,,,,,single,D15300,3113,10
215064,215064,　コカコーラ綾鷹　４４０ｍｌ加温ＰＥＴ,,,,,,,single,M05409,3114,10
215087,215087,　アサヒ　十六茶２Ｌペット,,,,,,,single,M01106,3115,10
215157,215157,　大塚ジャワティーストレート　レッド５００ｍｌペット,,,,,,,single,M07208,3116,10
215227,215227,×神戸茶房烏龍茶２ＬＰＥＴ,51946,0,0,,,,single,AA0052,3117,10
215231,215231,×神戸茶房緑茶２ＬＰＥＴ,51966,0,0,,,,single,AA0051,3118,10
215232,215232,　伊藤園　おーいお茶　緑茶４６０ｍｌ自販機用ＰＥＴ,,,,,,,single,B03102,3119,11
215296,215296,　伊藤園　おーいお茶　緑茶１９０ｍｌ缶,,,,,,,single,K08304,2998,10
215298,215298,×コカコーラ爽健美茶　すっきりブレンド５２５ｍｌ,,,,,,,single,D10204,3120,10
215343,215343,×ＩＢＪウーロン茶３４０ｇ,,,,,,,single,D16101,3121,10
215358,215358,　伊藤園　伝承の健康茶　そば茶２Ｌ,,,,,,,single,C05104,3122,11
215364,215364,　ＩＢＪ緑茶５００ｍｌ,,,,,,,single,Z00105,3123,11
216031,216031,×サントリー日本の天然水３６０ｍｌ瓶,,,,,,,single,B15106,3124,11
223035,223035,　ネスレミロ　袋２４０ｇ,,,,,,,single,I02207,3125,11
231100,231100,　ＱＦ　フライドレンコン１００ｇ,,,,,,,single,I01406,3126,11
231156,231156,　日清　フラワー１Ｋｇ,,,,,,,single,I10308,3127,11
231641,231641,　ハウス　ねりからし１７５ｇ,,,,,,,single,I01413,3128,11
231867,231867,　ソル・デル・リマリ　エクストラヴァージンオリーブオイル５００ｍｌ,,,,,,,single,I10209,3129,11
241123,241123,　中村商店　グリーンプラムシロップ６００,,,,,,,single,G03307,3130,11
246017,246017,　ＰＩＺＺＡＲＥＶＯ　極　マルゲリータ１枚,,,,,,,single,YB0000,3131,10
246600,246600,×ニチレイ本和風唐揚げ１Ｋｇ,,,,,,,single,Y02200,3132,10
247185,247185,　ヤマザキビスケットルヴァン　全粒粉クラッカーＳ３９枚,,,,,,,single,I01205,3133,11
249543,249543,　泊　業務用福神漬２Ｋｇ,,,,,,,single,I01304,3134,11
249984,249984,　ベストわさび,,,,,,,single,I10401,3135,11
621044,621044,　オリベート　スパゲティ　ナポリタン３００ｇ,,,,,,,single,YB2400,3136,10
621045,621045,　オリベートスパゲティ　ミートソース３００ｇ,,,,,,,single,YB2400,3136,10
621046,621046,　オリベート　スパゲティカルボナーラソース３００ｇ,,,,,,,single,YB2400,3136,10
631683,631683,　エバラ食品　タコライスソース１Ｌ,,,,,,,single,I10206,3137,11
632309,632309,　日清製粉　カメリア　チャック付１Ｋｇ,51604,0,0,,,,single,I02206,3138,11
632795,632795,　日本製粉　韓国お好み焼きミックス１Ｋｇ,52242,0,0,,,,single,I11410,3139,11
633570,633570,　アサノ食品　五目釜めしの素２３０ｇ,,,,,,,single,I10306,3140,11
